0,30
1009,11
2018,25
3030,20
4039,37
5045,28
6055,16
7064,35
8067,18
9067,27
10075,21
11081,44
12091,36
13095,31
14098,14
15104,96
16112,22
17125,30
18132,41
19136,8
20145,19
21149,40
22158,13
23169,12
24178,8
25188,21
26195,40
27206,16
28210,30
29220,8
30229,17
31238,8
32239,37
33244,38
34257,28
35265,44
36275,24
37287,7
38293,18
39298,33
40308,17
41313,18
42324,35
43335,23
44345,20
45346,33
46359,27
47367,41
48376,17
49383,44
50391,21
51405,27
52414,28
53421,39
54429,32
55442,32
56451,24
57456,41
58459,35
59464,40
60477,41
61486,22
62490,9
63496,9
64506,10
65515,21
66526,25
67534,29
68539,17
69544,17
70557,6
71565,22
72574,34
73584,17
74597,33
75603,13
76608,8
77618,8
78628,23
79637,44
80648,15
81652,22
82664,38
83679,9
84692,16
85693,17
86697,7
87706,33
88712,8
89722,31
90728,11
91739,23
92751,25
93762,36
94772,11
95780,28
96791,45
97802,21
98804,37
99813,7
100826,35
101840,22
102845,30
103854,7
104862,35
105861,24
106862,44
107875,39
108883,18
109886,9
110892,14
111893,16
112904,7
113915,48
114926,31
115932,8
116941,22
117951,20
118954,8
119959,29
120966,8
121970,40
122980,22
123989,16
125000,7
126003,42
127014,11
128025,36
129035,18
130042,24
131051,24
132056,37
133066,44
134076,8
135088,6
136100,7
137109,6
138117,7
139126,7
140138,8
141151,7
142160,8
143173,8
144181,9
145184,10
146191,10
147201,18
148210,8
149219,24
150228,9
151236,16
152246,37
153260,17
154267,6
155277,19
156288,15
157296,35
158310,43
159318,21
160326,32
161338,8
162347,40
163356,38
164362,28
165369,19
166381,7
167389,44
168398,13
169404,37
170405,14
171416,31
172422,11
173435,21
174447,130
175456,16
176466,41
177478,15
178485,36
179489,15
180499,35
181511,7
182521,22
183535,34
184545,22
185555,8
186565,24
187575,41
188590,20
189596,35
190608,44
191617,40
192626,16
193636,19
194650,15
195660,30
196675,88
197686,23
198694,31
199701,27
200707,11
