0,42
1000,62
2001,70
3001,61
4003,40
5004,59
6005,58
7006,56
8007,56
9008,54
10009,54
11011,52
12011,51
13012,52
14012,51
15014,49
16015,51
17016,47
18017,46
19018,45
20019,44
21020,72
22022,63
23022,68
24024,58
25024,58
26025,58
27026,57
28027,55
29029,34
30030,66
31031,51
32032,51
33033,50
34034,64
35035,55
36035,53
37036,52
38037,48
39039,44
40040,43
41040,43
42041,62
43042,75
44044,59
45045,58
46046,57
47046,62
48047,56
49049,54
50049,54
51050,53
52051,54
53054,49
54055,49
55837,45
57837,54
59837,48
61838,89
63837,58
65837,92
67838,48
69837,48
71838,47
73837,49
75837,89
77838,46
79837,800
81838,65
83838,45
85838,55
87837,170
89838,88
91838,46
93838,41
95838,67
97838,569
99838,88
101838,46
103838,46
105838,87
107838,808
109838,45
111838,45
113838,70
115837,131
117838,1130
119838,45
121838,45
123838,92
125838,649
127837,88
129838,50
131838,56
133838,679
135838,45
137838,46
139838,52
141838,83
143838,45
145672,66
146673,50
147674,50
148676,47
149675,50
150676,48
151676,48
152677,48
153677,49
154677,47
155678,47
156678,49
157679,51
158680,44
159680,45
160680,44
161682,43
162683,62
163684,66
164685,59
165686,58
166687,57
167687,58
168689,56
169690,41
170691,40
171692,52
172693,42
173694,42
174696,49
175697,52
176698,46
177699,45
178700,45
179701,72
180702,43
181703,42
182704,69
183705,60
184706,46
185707,58
186708,57
187708,56
188710,54
189710,55
190710,56
191711,53
192712,53
193713,60
194714,51
195714,51
196716,48
197717,48
198718,46
199719,45
200720,44
201721,51
202722,45
203722,51
204724,41
205725,42
206726,58
207727,58
208728,57
209729,68
210730,46
211731,55
212732,98
213733,52
214735,60
215736,60
216737,79
217738,47
218739,68
219740,49
220741,45
221742,46
222742,64
223743,47
224744,47
225746,60
226747,63
227748,58
228749,56
229750,56
230752,54
231753,54
232754,53
233755,52
234756,58
235757,50
236757,50
237758,48
238760,47
239761,66
240762,45
241763,47
242764,60
243765,59
244766,47
245767,57
246767,57
247768,57
248769,55
249769,56
250770,55
251770,55
252771,53
253772,54
254773,59
255774,50
256775,50
257776,50
258777,49
259778,66
260779,48
261782,47
262783,46
263784,47
264785,60
265785,45
266785,49
267786,58
268787,57
269788,57
270789,57
271791,62
272791,53
273792,53
274794,51
275795,53
276796,48
277797,59
278798,47
279800,46
280800,49
281800,47
282800,50
283801,48
284802,46
285802,52
286802,47
287803,63
288803,127
289803,52
290804,50
291805,48
292805,54
293806,50
294807,53
295807,51
296807,50
297807,49
298807,48
299806,50
300806,61
301806,49
302807,58
303807,57
304807,56
305809,55
306809,53
307810,51
308810,53
