0,53
1000,43
2001,42
3002,42
4003,61
5003,61
6004,60
7005,59
8006,58
9006,57
10006,58
11007,57
12008,56
13009,63
14010,55
15011,53
16012,53
17013,52
18014,50
19015,48
20016,49
21017,49
22018,67
23019,46
24020,64
25021,52
26022,63
27023,60
28024,59
29026,37
30026,58
31027,58
32028,55
33028,64
34029,54
35030,54
36031,52
37031,61
38033,50
39034,49
40035,49
41036,53
42037,46
43038,45
44039,44
45039,48
46040,43
47041,71
48042,49
49043,62
50045,59
51046,58
52047,57
53048,56
54049,55
55051,55
56052,52
57053,50
58054,52
59055,48
60056,49
61057,50
62058,32
63060,43
64061,43
65062,62
66063,60
67064,59
68065,58
69066,57
70067,56
71068,55
72069,54
73069,54
74070,53
75071,72
76072,53
77073,50
78074,49
79076,47
80077,74
81078,45
82079,44
83080,43
84081,42
85082,61
86083,60
87084,60
88086,57
89087,58
90088,55
91089,36
92090,53
93090,53
94092,51
95093,38
96094,1634
97095,649
98096,47
99097,46
100098,45
101099,44
102100,43
103100,43
104101,42
105101,43
106102,61
107103,60
108104,59
109105,58
110107,56
111108,55
112109,54
113110,53
114111,52
115112,51
116113,51
117114,50
118116,47
119117,45
120117,45
121118,45
122119,44
123120,43
124121,41
125122,61
126123,61
127125,58
128126,40
129127,56
130128,56
131129,54
132130,53
133131,52
134132,71
135134,51
136135,48
137136,46
138136,46
139137,46
140138,45
141140,64
142140,43
143140,42
144142,61
145143,60
146144,59
147145,58
148146,57
149148,54
150149,54
151150,52
152151,52
153152,50
154153,49
155154,48
156155,47
157156,47
158157,45
159159,45
160160,43
161161,45
162162,61
163163,59
164164,59
165165,57
166166,62
167167,55
168168,54
169169,54
170171,51
171172,51
172173,49
173174,49
174175,67
175176,47
176177,45
177178,46
178178,64
179179,45
180180,45
181181,44
182182,60
183183,59
184184,58
185185,57
186186,56
187188,54
188189,62
189190,52
190191,51
191191,51
192191,51
193192,50
194193,61
195194,52
196195,47
197196,46
198196,67
199197,47
200198,46
201199,45
202200,43
203201,46
204202,60
205203,60
206203,60
207205,57
208206,56
209207,55
210208,54
211209,53
212210,52
213211,51
214212,51
215212,51
216213,49
217214,50
218215,47
219216,68
220217,47
221218,45
222219,45
223220,51
224221,61
225223,59
226224,58
227225,57
228226,56
229227,55
230228,54
231230,52
232231,51
233232,50
234233,50
235234,48
236236,46
237237,46
238238,47
239239,48
240240,49
241242,63
242243,59
243244,58
244245,59
245246,56
246247,55
247248,54
248250,52
249251,51
250252,50
251253,51
252253,53
253254,49
254255,50
255257,65
256257,51
257258,50
258260,48
259261,48
260262,60
261263,59
262264,58
263266,65
264267,55
265268,50
266269,53
267269,53
268270,52
269271,52
270273,49
271274,50
272275,48
273276,51
274276,52
275278,52
276279,50
277280,49
278281,61
279282,60
280284,58
281285,57
282286,57
283287,56
284288,54
285289,52
286289,52
287290,52
288291,53
289292,52
290293,50
291295,52
292296,53
293297,54
294298,52
295299,51
296301,53
297302,59
298303,52
299304,58
300305,65
301306,55
302308,53
303308,61
304309,55
305311,54
306312,54
307313,53
308314,53
309315,50
310315,51
311316,52
312317,52
313318,53
314320,50
315321,53
316322,51
317323,48
318324,54
319325,59
320326,55
321327,53
322328,55
323329,53
324330,52
325331,53
326333,54
327334,50
328335,52
329336,52
330337,50
331338,54
332340,53
333341,62
334342,59
335343,58
336344,54
337345,56
338346,55
339347,62
340349,53
341350,53
342351,52
343352,51
344353,53
345354,53
346355,55
347357,51
348358,64
349359,52
350360,61
351361,54
352361,60
353362,59
354363,58
355365,56
356366,54
357367,54
358368,62
359369,56
360371,55
361372,60
362373,53
363374,53
364375,66
365376,55
366377,65
367378,63
368379,56
369380,56
370381,53
371382,60
372383,58
373384,57
374385,57
375386,55
376387,56
377388,55
378389,57
379390,56
380392,56
381393,53
382394,54
383394,55
384395,56
385396,57
386397,64
387399,54
388400,53
389401,60
390402,68
391403,59
392404,57
393406,55
394407,55
395408,54
396409,54
397410,71
398411,57
399412,53
400414,56
401414,55
402416,54
403417,55
404418,57
405419,55
406420,61
407421,60
408423,58
409424,65
410425,56
411426,56
412426,57
413427,58
414428,55
415429,57
416430,56
417431,58
418432,56
419433,60
420434,59
421436,56
422437,55
423437,53
424438,54
425439,62
426440,61
427442,59
428443,59
429444,57
430445,57
431446,59
432447,61
433449,58
434450,56
435451,58
436452,58
437453,55
438454,57
439455,56
440456,67
441458,59
442459,56
443460,61
444461,68
445462,62
446463,61
447463,66
448463,60
449464,65
450466,63
451467,57
452468,56
453469,60
454470,58
455471,60
456473,57
457474,60
458475,61
459476,58
460477,58
461478,60
462479,58
463480,62
464480,61
465481,59
466483,59
467483,59
468484,58
469485,60
470485,60
471486,58
472488,61
473488,59
474489,61
475490,55
476491,56
477492,59
478493,60
479494,58
480495,59
481495,62
482496,60
483497,60
484498,58
485500,61
486501,59
487501,60
488502,62
489503,59
490504,61
491505,60
492506,61
493507,60
494508,62
495509,62
496510,61
497511,59
498512,62
499513,60
500514,61
501515,59
502517,60
503518,60
504519,59
505520,65
506521,60
507522,61
508523,63
509524,60
510525,61
511526,60
512527,62
513528,58
514529,59
515530,59
516532,60
517532,57
518532,49
519533,62
520534,62
521535,53
522535,45
523537,55
524538,46
525539,61
526540,68
527541,64
528541,40
529542,61
530543,62
531544,64
532544,63
533544,61
534545,64
535547,68
536547,71
537548,61
538549,62
539550,60
540551,63
541552,62
542553,62
543554,60
544554,62
545555,61
546557,61
547558,59
548559,59
549560,68
550561,66
551562,62
552563,61
553564,59
554565,61
555566,60
556567,60
557568,60
558569,63
559570,65
560571,62
561572,64
562573,63
563574,63
564575,66
565576,62
566577,63
567579,60
568580,62
569581,60
570582,66
571583,63
572584,64
573585,65
574586,62
575587,64
576589,62
577590,64
578591,62
579592,63
580593,63
581594,61
582595,63
583597,64
584598,64
585599,70
586599,62
587600,69
588602,62
589603,64
590604,63
591605,69
592606,65
593608,62
594609,64
595610,64
596611,62
597612,62
598612,66
599613,66
600613,65
601614,67
602616,62
603617,62
604618,61
605619,64
606620,65
607622,69
608623,64
609624,64
610625,66
611627,63
612628,65
613629,66
614630,65
615631,65
616632,64
617634,66
618635,65
619636,64
620637,65
621637,66
622639,62
623640,65
624641,64
625642,65
626643,64
627644,59
628646,49
629647,53
630648,67
631648,64
632648,65
633649,66
634650,69
635651,67
636652,66
637653,68
638654,66
639655,69
640656,68
641657,67
642658,67
643659,67
644661,67
645662,66
646662,68
647663,65
648663,65
649664,70
650665,67
651666,67
652667,68
653667,66
654668,66
655669,70
656669,69
657670,70
658671,67
659672,66
660673,68
661674,66
662675,67
663675,57
664676,62
665677,67
666678,68
667679,71
668680,72
669681,68
670683,67
671684,69
672684,66
673685,68
674686,68
675687,70
676688,70
677689,66
678690,68
679691,71
680692,68
681693,70
682694,68
683696,67
684697,68
685698,66
686699,68
687700,68
688702,65
689703,67
690704,68
691704,69
692705,72
693706,67
694707,71
695708,68
696709,66
697710,65
698712,66
699713,67
700714,69
701715,69
702716,70
703717,72
704719,66
705720,68
706721,69
707722,67
708723,67
709724,68
710725,68
711727,69
712728,71
713729,70
714730,71
715731,71
716732,73
717733,72
718734,70
719734,71
720735,70
721737,68
722737,92
723739,68
724739,71
725740,68
726742,68
727743,70
728744,73
729745,70
730746,69
731747,68
732748,71
733749,71
734750,69
735751,68
736751,71
737753,70
738754,68
739755,71
740755,68
741756,70
742757,73
743759,70
744760,72
745761,69
